From Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),AT (degree C)
2021-01-01 08:00:00,311.95,439.18,113.22,83.4,196.56,27.77503817202344,12.562969638194955,2.59,16.27,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-01 09:00:00,441.33,577.21,149.8,164.26,314.03,27.77503817202344,12.562969638194955,2.85,22.07,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-01 10:00:00,628.92,938.73,97.33,281.43,378.63,27.77503817202344,12.562969638194955,2.82,31.85,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-01 11:00:00,505.02,719.91,24.47,170.46,194.9,27.77503817202344,12.562969638194955,3.26,43.1,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-01 12:00:00,468.68,582.5,14.03,124.11,138.04,27.77503817202344,12.562969638194955,3.05,61.48,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-01 13:00:00,478.13,601.08,14.34,140.25,154.64,27.77503817202344,12.562969638194955,2.9,58.35,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-01 14:00:00,441.76,519.24,10.74,91.34,102.08,27.77503817202344,12.562969638194955,2.76,57.85,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-01 15:00:00,261.44,329.08,8.82,79.61,88.43,27.77503817202344,12.562969638194955,2.5,62.27,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-01 16:00:00,243.64,331.45,8.44,73.69,82.13,27.77503817202344,12.562969638194955,2.28,52.4,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-02 08:00:00,268.29,420.25,22.87,80.97,103.86,27.77503817202344,12.562969638194955,2.02,16.96,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-02 09:00:00,258.82,346.28,24.69,77.37,102.04,27.77503817202344,12.562969638194955,1.92,12.75,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-02 10:00:00,220.44,323.44,28.81,91.96,120.8,27.77503817202344,12.562969638194955,1.87,13.31,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-02 11:00:00,256.9,402.66,23.02,96.57,119.59,27.77503817202344,12.562969638194955,1.92,15.05,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-02 12:00:00,264.79,365.84,16.43,93.73,110.16,27.77503817202344,12.562969638194955,1.91,20.2,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-02 13:00:00,283.8,395.79,12.51,80.19,92.7,27.77503817202344,12.562969638194955,1.89,32.16,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-02 14:00:00,223.11,356.01,9.74,61.54,71.28,27.77503817202344,12.562969638194955,1.79,47.71,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-02 15:00:00,183.47,292.17,9.85,69.52,79.36,27.77503817202344,12.562969638194955,1.66,38.71,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-02 16:00:00,150.79,279.73,9.24,65.54,74.78,27.77503817202344,12.562969638194955,1.56,37.43,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-03 08:00:00,117.93,166.5,14.05,57.18,71.24,27.77503817202344,12.562969638194955,1.39,10.93,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-03 09:00:00,66.9,94.07,11.94,48.7,60.64,27.77503817202344,12.562969638194955,1.27,12.59,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-03 10:00:00,70.02,95.36,11.75,51.13,62.88,27.77503817202344,12.562969638194955,1.21,12.8,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-03 11:00:00,105.68,135.36,14.52,56.16,70.68,27.77503817202344,12.562969638194955,1.18,12.36,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-03 12:00:00,95.86,122.14,12.44,47.12,59.55,27.77503817202344,12.562969638194955,1.14,13.66,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-03 13:00:00,85.84,107.16,17.78,58.54,76.32,27.77503817202344,12.562969638194955,1.13,11.8,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-03 14:00:00,75.11,98.35,15.35,57.78,73.12,27.77503817202344,12.562969638194955,1.08,11.88,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-03 15:00:00,67.02,78.52,13.64,44.92,58.56,27.77503817202344,12.562969638194955,1.05,13.64,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-03 16:00:00,50.85,58.42,11.23,34.36,45.59,27.77503817202344,12.562969638194955,0.97,15.19,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-04 08:00:00,67.23,79.09,47.55,41.22,88.77,27.77503817202344,12.562969638194955,1.02,13.59,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-04 09:00:00,54.48,76.81,49.57,51.89,101.44,27.77503817202344,12.562969638194955,0.99,13.73,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-04 10:00:00,49.28,60.66,43.98,56.78,100.79,27.77503817202344,12.562969638194955,1.13,11.32,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-04 11:00:00,65.43,86.16,33.21,74.8,108.05,27.77503817202344,12.562969638194955,1.07,10.94,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-04 12:00:00,93.24,136.61,18.56,91.24,109.8,27.77503817202344,12.562969638194955,1.1,22.74,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-04 13:00:00,108.32,173.29,15.37,97.84,113.2,27.77503817202344,12.562969638194955,1.21,31.68,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-04 14:00:00,148.05,225.66,13.3,76.26,89.53,27.77503817202344,12.562969638194955,1.31,27.98,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-04 15:00:00,137.11,181.81,12.91,71.67,84.6,27.77503817202344,12.562969638194955,1.34,21.45,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-04 16:00:00,111.7,170.77,14.4,88.71,103.13,27.77503817202344,12.562969638194955,1.35,16.71,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-05 08:00:00,35.55,55.58,17.27,41.07,58.35,27.77503817202344,12.562969638194955,0.8,11.66,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-05 09:00:00,46.63,67.08,28.37,47.93,76.33,27.77503817202344,12.562969638194955,0.84,11.01,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-05 10:00:00,52.5,70.14,37.24,55.63,92.88,27.77503817202344,12.562969638194955,0.91,11.09,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-05 11:00:00,72.15,91.73,22.02,58.68,80.68,27.77503817202344,12.562969638194955,1.01,13.82,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-05 12:00:00,99.1,139.53,16.86,63.19,80.04,27.77503817202344,12.562969638194955,1.07,17.95,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-05 13:00:00,98.02,141.54,18.6,72.44,91.03,27.77503817202344,12.562969638194955,1.14,15.94,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-05 14:00:00,111.87,157.96,18.41,56.74,75.15,27.77503817202344,12.562969638194955,1.2,12.48,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-05 15:00:00,85.72,143.6,14.12,40.44,54.57,27.77503817202344,12.562969638194955,1.21,13.5,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
